Category,Subcategory,Name,Date/Time/Schedule,Time/Hours,Location,Frequency/Service Type,Cost/Price,Description/Notes,Source URL
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,6:40 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,7:10 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,7:40 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,8:10 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,8:40 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,9:10 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,9:40 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,10:10 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,10:40 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,11:10 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,11:40 AM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,12:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,12:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,1:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,1:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,2:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,2:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,3:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,3:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,4:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,4:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,5:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,5:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,6:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,6:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,7:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,7:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,8:10 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to South Main St area,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Outbound,8:40 PM,SRTA Terminal → Shove St & Broad St (South Main),30 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip of the day,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,6:00 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,6:30 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,7:00 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,7:30 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,8:00 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,8:30 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,9:00 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,9:30 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,10:00 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,10:30 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,11:00 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,11:30 AM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,12:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,12:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,1:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,1:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,2:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,2:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,3:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,3:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,4:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,4:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,5:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,5:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,6:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,6:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,7:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,7:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,8:00 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: South Main area to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekday Inbound,8:30 PM,Shove St & Broad St → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Last inbound trip of the day,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,6:10 AM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,"Weekend service, less frequent than weekday",https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,7:10 AM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,8:10 AM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,9:10 AM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,10:10 AM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,11:10 AM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,12:10 PM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,1:10 PM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,2:10 PM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,3:10 PM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,4:10 PM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 101 - South Main,Weekend Outbound,5:10 PM,SRTA Terminal → Shove St & Broad St,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last weekend outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,6:00 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,6:30 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,7:00 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,7:30 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,8:00 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,9:00 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,10:00 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,11:00 AM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,12:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,1:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,2:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,3:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,4:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,5:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,6:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,7:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to North Main/Four Winds,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Outbound,8:00 PM,SRTA Terminal → Four Winds,30 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,6:00 AM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,7:00 AM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,8:00 AM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,9:00 AM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,10:00 AM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,11:00 AM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,12:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,1:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,2:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,3:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,4:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,5:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,6:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,7:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,8:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Inbound: North Main/Four Winds to SRTA Terminal,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 102 - North Main,Weekday Inbound,9:00 PM,Four Winds → SRTA Terminal,30 min frequency,$1.50 cash / $1.25 CharlieCard,Last inbound trip,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,6:30 AM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St/Ocean State Job Lot,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,7:30 AM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,8:30 AM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,9:30 AM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,10:30 AM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,11:30 AM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,12:30 PM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,1:30 PM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,2:30 PM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,3:30 PM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,4:30 PM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Outbound: SRTA Terminal to Laurel St,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 103 - Laurel St,Weekday Outbound,5:30 PM,SRTA Terminal → Ocean State Job Lot,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last outbound trip,https://www.srtabus.com/fall-river/
